Student_ID,Career,Domain,Raw_Fit_Score,Skill_Coverage,Adjusted_Fit_Score,Readiness,Top_Skill_Gaps,Top_Gap_Values,High_Priority_Gaps,Medium_Priority_Gaps,Recommendation,Career_Rank
41989.0,Operations Analyst,Business & Management,78.76,75.0,78.76,Strong Fit,"Excel, Data_Analysis, Problem_Solving, Business_Analysis, Communication","2.67, 2.15, 1.72, 1.03, 1.0",0,3,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
41990.0,Risk Analyst,Finance & Accounting,84.48,87.5,84.48,Strong Fit,"Communication, Excel, Risk_Analysis, Financial_Analysis, Statistics","2.0, 1.96, 1.56, 1.38, 0.56",0,3,"Career is suitable, but improvement is recommended in: Communication, Excel, Risk_Analysis",1
41991.0,Operations Analyst,Business & Management,96.37,75.0,96.37,Excellent Fit,"Communication, Excel, Data_Analysis","1.0, 0.52, 0.08",0,0,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
41992.0,Data Scientist,Technology & Data,92.29,100.0,92.29,Excellent Fit,"Statistics, Problem_Solving, Machine_Learning, Python, SQL","1.46, 1.46, 1.05, 1.0, 0.55",0,0,"Career is suitable, but improvement is recommended in: Statistics, Problem_Solving, Machine_Learning",1
41993.0,Operations Analyst,Business & Management,76.21,75.0,76.21,Strong Fit,"Excel, Data_Analysis, Communication, Problem_Solving, Business_Analysis","2.33, 2.09, 2.0, 1.63, 1.53",0,5,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Communication",1
41994.0,Graphic Designer,Design & Creative,88.62,100.0,88.62,Excellent Fit,"Creativity, Visual_Design, Typography, Color_Theory, Branding","3.33, 1.73, 0.73, 0.73, 0.73",1,1,"Career is suitable, but improvement is recommended in: Creativity, Visual_Design, Typography",1
41995.0,Teacher,Education,60.71,100.0,60.71,Moderate Fit,"Subject_Knowledge, Teaching, Communication, Presentation, Planning","4.5, 4.25, 4.0, 3.83, 3.06",5,2,"Career is suitable, but improvement is recommended in: Subject_Knowledge, Teaching, Communication",1
41996.0,Operations Analyst,Business & Management,84.53,75.0,84.53,Strong Fit,"Communication, Problem_Solving, Data_Analysis, Excel, Business_Analysis","2.0, 1.4, 1.38, 1.17, 1.04",0,1,"Career is suitable, but improvement is recommended in: Communication, Problem_Solving, Data_Analysis",1
41997.0,Data Scientist,Technology & Data,94.98,100.0,94.98,Excellent Fit,"Python, Machine_Learning, Data_Visualization, Statistics, Problem_Solving","1.0, 0.95, 0.67, 0.46, 0.46",0,0,"Career is suitable, but improvement is recommended in: Python, Machine_Learning, Data_Visualization",1
41998.0,Operations Analyst,Business & Management,87.67,75.0,87.67,Excellent Fit,"Problem_Solving, Data_Analysis, Excel, Business_Analysis","2.0, 1.78, 1.52, 0.54",0,3,"Career is suitable, but improvement is recommended in: Problem_Solving, Data_Analysis, Excel",1
41999.0,Renewable Energy Analyst,Environment & Sustainability,77.71,57.14285714285714,69.94,Moderate Fit,"Data_Analysis, Research, Problem_Solving, Statistics","2.25, 2.02, 1.87, 0.87",0,3,"Career is suitable, but improvement is recommended in: Data_Analysis, Research, Problem_Solving",1
42000.0,Operations Analyst,Business & Management,88.11,75.0,88.11,Excellent Fit,"Problem_Solving, Data_Analysis, Excel, Business_Analysis","1.91, 1.71, 1.62, 0.41",0,3,"Career is suitable, but improvement is recommended in: Problem_Solving, Data_Analysis, Excel",1
42003.0,Operations Analyst,Business & Management,88.61,75.0,88.61,Excellent Fit,"Communication, Data_Analysis, Excel, Business_Analysis, Problem_Solving","2.0, 0.86, 0.8, 0.78, 0.63",0,1,"Career is suitable, but improvement is recommended in: Communication, Data_Analysis, Excel",1
42004.0,Accountant,Finance & Accounting,87.05,100.0,87.05,Excellent Fit,"Financial_Reporting, Accounting, Excel, Taxation, Attention_to_Detail","2.53, 2.29, 2.12, 1.29, 0.67",0,3,"Career is suitable, but improvement is recommended in: Financial_Reporting, Accounting, Excel",1
42005.0,Machine Learning Engineer,Technology & Data,100.0,100.0,100.0,Excellent Fit,,,0,0,Student currently meets the evaluated requirements for this career.,1
42006.0,Operations Analyst,Business & Management,69.21,75.0,69.21,Moderate Fit,"Communication, Data_Analysis, Business_Analysis, Problem_Solving, Excel","3.0, 2.6, 2.43, 2.39, 2.25",1,4,"Career is suitable, but improvement is recommended in: Communication, Data_Analysis, Business_Analysis",1
42007.0,Data Scientist,Technology & Data,80.28,100.0,80.28,Strong Fit,"Statistics, Problem_Solving, Machine_Learning, Python, Projects","2.66, 2.66, 2.34, 2.0, 2.0",0,7,"Career is suitable, but improvement is recommended in: Statistics, Problem_Solving, Machine_Learning",1
42008.0,Risk Analyst,Finance & Accounting,92.68,87.5,92.68,Excellent Fit,"Communication, Risk_Analysis, Excel, Financial_Analysis","2.0, 0.89, 0.65, 0.37",0,1,"Career is suitable, but improvement is recommended in: Communication, Risk_Analysis, Excel",1
42009.0,Operations Analyst,Business & Management,84.43,75.0,84.43,Strong Fit,"Problem_Solving, Data_Analysis, Excel, Business_Analysis, Communication","2.04, 1.8, 1.3, 1.04, 1.0",0,2,"Career is suitable, but improvement is recommended in: Problem_Solving, Data_Analysis, Excel",1
42010.0,Credit Analyst,Finance & Accounting,97.96,87.5,97.96,Excellent Fit,Communication,1.0,0,0,"Career is suitable, but improvement is recommended in: Communication",1
42011.0,Risk Analyst,Finance & Accounting,85.9,87.5,85.9,Excellent Fit,"Communication, Risk_Analysis, Excel, Financial_Analysis, Statistics","4.0, 1.21, 1.03, 0.59, 0.21",1,0,"Career is suitable, but improvement is recommended in: Communication, Risk_Analysis, Excel",1
42012.0,Accountant,Finance & Accounting,75.13,100.0,75.13,Strong Fit,"Financial_Reporting, Communication, Accounting, Excel, Internship","3.54, 3.0, 2.31, 2.14, 1.67",2,3,"Career is suitable, but improvement is recommended in: Financial_Reporting, Communication, Accounting",1
42013.0,Graphic Designer,Design & Creative,78.58,100.0,78.58,Strong Fit,"Creativity, Visual_Design, Portfolio, Typography, Branding","2.67, 2.47, 2.33, 1.47, 1.47",0,3,"Career is suitable, but improvement is recommended in: Creativity, Visual_Design, Portfolio",1
42014.0,Graphic Designer,Design & Creative,94.35,100.0,94.35,Excellent Fit,"Creativity, Visual_Design, Portfolio, Typography, Color_Theory","1.83, 1.13, 0.67, 0.13, 0.13",0,1,"Career is suitable, but improvement is recommended in: Creativity, Visual_Design, Portfolio",1
42015.0,Risk Analyst,Finance & Accounting,71.39,87.5,71.39,Strong Fit,"Excel, Risk_Analysis, Financial_Analysis, Communication, Statistics","3.41, 2.73, 2.71, 2.0, 1.73",1,6,"Career is suitable, but improvement is recommended in: Excel, Risk_Analysis, Financial_Analysis",1
42016.0,Operations Analyst,Business & Management,80.58,75.0,80.58,Strong Fit,"Excel, Data_Analysis, Problem_Solving, Business_Analysis, Communication","1.98, 1.95, 1.43, 1.3, 1.0",0,2,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
42018.0,Data Scientist,Technology & Data,100.0,100.0,100.0,Excellent Fit,,,0,0,Student currently meets the evaluated requirements for this career.,1
42019.0,Graphic Designer,Design & Creative,78.58,100.0,78.58,Strong Fit,"Creativity, Visual_Design, Portfolio, Typography, Branding","2.67, 2.47, 2.33, 1.47, 1.47",0,3,"Career is suitable, but improvement is recommended in: Creativity, Visual_Design, Portfolio",1
42020.0,Credit Analyst,Finance & Accounting,70.26,87.5,70.26,Strong Fit,"Risk_Analysis, Financial_Analysis, Problem_Solving, Excel, Communication","3.89, 2.93, 2.89, 2.69, 2.0",1,4,"Career is suitable, but improvement is recommended in: Risk_Analysis, Financial_Analysis, Problem_Solving",1
42021.0,Risk Analyst,Finance & Accounting,92.8,87.5,92.8,Excellent Fit,"Communication, Excel, Risk_Analysis","3.0, 0.47, 0.15",1,0,"Career is suitable, but improvement is recommended in: Communication, Excel, Risk_Analysis",1
42022.0,Risk Analyst,Finance & Accounting,92.6,87.5,92.6,Excellent Fit,"Communication, Excel, Risk_Analysis, Financial_Analysis","2.0, 0.95, 0.73, 0.26",0,1,"Career is suitable, but improvement is recommended in: Communication, Excel, Risk_Analysis",1
42023.0,Risk Analyst,Finance & Accounting,84.1,87.5,84.1,Strong Fit,"Communication, Excel, Risk_Analysis, Financial_Analysis, Statistics","3.0, 1.5, 1.46, 1.3, 0.46",1,1,"Career is suitable, but improvement is recommended in: Communication, Excel, Risk_Analysis",1
42024.0,Data Scientist,Technology & Data,91.94,100.0,91.94,Excellent Fit,"Statistics, Problem_Solving, Machine_Learning, Python, Data_Visualization","1.38, 1.38, 1.09, 1.0, 0.67",0,0,"Career is suitable, but improvement is recommended in: Statistics, Problem_Solving, Machine_Learning",1
42025.0,Operations Analyst,Business & Management,88.82,75.0,88.82,Excellent Fit,"Data_Analysis, Problem_Solving, Excel, Communication, Business_Analysis","1.23, 1.18, 1.15, 1.0, 0.58",0,0,"Career is suitable, but improvement is recommended in: Data_Analysis, Problem_Solving, Excel",1
42026.0,Operations Analyst,Business & Management,75.78,75.0,75.78,Strong Fit,"Excel, Data_Analysis, Communication, Problem_Solving, Business_Analysis","2.41, 2.14, 2.0, 1.71, 1.53",0,5,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Communication",1
42027.0,Operations Analyst,Business & Management,96.39,75.0,96.39,Excellent Fit,"Communication, Excel, Data_Analysis, Business_Analysis","1.0, 0.41, 0.17, 0.01",0,0,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
42028.0,Research Analyst,Science & Research,74.85,100.0,74.85,Strong Fit,"Research, Critical_Thinking, Data_Analysis, Statistics, Problem_Solving","4.12, 2.88, 2.81, 1.88, 1.88",1,4,"Career is suitable, but improvement is recommended in: Research, Critical_Thinking, Data_Analysis",1
42029.0,Teacher,Education,83.87,100.0,83.87,Strong Fit,"Subject_Knowledge, Planning, Patience, Teaching, Presentation","3.15, 2.05, 2.0, 1.58, 1.0",1,3,"Career is suitable, but improvement is recommended in: Subject_Knowledge, Planning, Patience",1
42030.0,Risk Analyst,Finance & Accounting,79.3,87.5,79.3,Strong Fit,"Risk_Analysis, Communication, Excel, Financial_Analysis, Statistics","2.2, 2.0, 1.95, 1.8, 1.2",0,4,"Career is suitable, but improvement is recommended in: Risk_Analysis, Communication, Excel",1
42031.0,Operations Analyst,Business & Management,78.67,75.0,78.67,Strong Fit,"Excel, Data_Analysis, Problem_Solving, Business_Analysis, Projects","2.75, 2.57, 2.36, 1.07, 1.0",0,3,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
42032.0,Operations Analyst,Business & Management,85.27,75.0,85.27,Excellent Fit,"Excel, Data_Analysis, Problem_Solving, Projects, Business_Analysis","2.35, 1.83, 1.25, 1.0, 0.27",0,2,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
42033.0,Credit Analyst,Finance & Accounting,75.29,87.5,75.29,Strong Fit,"Risk_Analysis, Excel, Financial_Analysis, Communication, Problem_Solving","2.87, 2.62, 2.25, 2.0, 1.87",0,5,"Career is suitable, but improvement is recommended in: Risk_Analysis, Excel, Financial_Analysis",1
42034.0,Risk Analyst,Finance & Accounting,80.57,87.5,80.57,Strong Fit,"Excel, Risk_Analysis, Communication, Financial_Analysis, Statistics","2.06, 2.02, 2.0, 1.68, 1.02",0,4,"Career is suitable, but improvement is recommended in: Excel, Risk_Analysis, Communication",1
42035.0,Machine Learning Engineer,Technology & Data,95.93,100.0,95.93,Excellent Fit,"Python, Machine_Learning, Deep_Learning","2.0, 1.14, 0.14",0,1,"Career is suitable, but improvement is recommended in: Python, Machine_Learning, Deep_Learning",1
42036.0,Operations Analyst,Business & Management,75.54,75.0,75.54,Strong Fit,"Excel, Data_Analysis, Communication, Problem_Solving, Business_Analysis","2.31, 2.18, 2.0, 1.77, 1.63",0,5,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Communication",1
42037.0,Accountant,Finance & Accounting,71.57,100.0,71.57,Strong Fit,"Financial_Reporting, Accounting, Excel, Attention_to_Detail, Communication","3.53, 2.8, 2.63, 2.33, 2.0",1,6,"Career is suitable, but improvement is recommended in: Financial_Reporting, Accounting, Excel",1
42039.0,Risk Analyst,Finance & Accounting,77.2,87.5,77.2,Strong Fit,"Communication, Risk_Analysis, Excel, Financial_Analysis, Statistics","3.0, 2.17, 2.12, 1.78, 1.17",1,3,"Career is suitable, but improvement is recommended in: Communication, Risk_Analysis, Excel",1
42040.0,Operations Analyst,Business & Management,89.7,75.0,89.7,Excellent Fit,"Communication, Excel, Data_Analysis, Business_Analysis, Problem_Solving","2.0, 0.83, 0.72, 0.61, 0.41",0,1,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
42041.0,Operations Analyst,Business & Management,95.99,75.0,95.99,Excellent Fit,"Communication, Excel, Data_Analysis","1.0, 0.57, 0.21",0,0,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
42042.0,Operations Analyst,Business & Management,94.32,75.0,94.32,Excellent Fit,"Communication, Problem_Solving, Excel, Data_Analysis","2.0, 0.21, 0.2, 0.03",0,1,"Career is suitable, but improvement is recommended in: Communication, Problem_Solving, Excel",1
42044.0,Risk Analyst,Finance & Accounting,86.73,87.5,86.73,Excellent Fit,"Communication, Risk_Analysis, Excel, Financial_Analysis, Statistics","3.0, 1.35, 1.07, 0.68, 0.35",1,0,"Career is suitable, but improvement is recommended in: Communication, Risk_Analysis, Excel",1
42046.0,Risk Analyst,Finance & Accounting,91.42,87.5,91.42,Excellent Fit,"Excel, Risk_Analysis, Financial_Analysis, Communication, Statistics","1.55, 1.05, 1.03, 1.0, 0.05",0,1,"Career is suitable, but improvement is recommended in: Excel, Risk_Analysis, Financial_Analysis",1
42047.0,Operations Analyst,Business & Management,80.1,75.0,80.1,Strong Fit,"Communication, Excel, Problem_Solving, Data_Analysis, Business_Analysis","3.0, 1.62, 1.61, 1.51, 1.21",1,3,"Career is suitable, but improvement is recommended in: Communication, Excel, Problem_Solving",1
42048.0,Operations Analyst,Business & Management,86.67,75.0,86.67,Excellent Fit,"Communication, Excel, Data_Analysis, Problem_Solving, Business_Analysis","2.0, 1.33, 1.09, 0.96, 0.64",0,1,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
42049.0,Operations Analyst,Business & Management,83.75,75.0,83.75,Strong Fit,"Problem_Solving, Data_Analysis, Excel, Communication, Business_Analysis","2.13, 1.87, 1.65, 1.0, 0.88",0,3,"Career is suitable, but improvement is recommended in: Problem_Solving, Data_Analysis, Excel",1
42050.0,Operations Analyst,Business & Management,72.3,75.0,72.3,Strong Fit,"Communication, Excel, Data_Analysis, Business_Analysis, Problem_Solving","3.0, 2.19, 2.19, 2.07, 1.79",1,4,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
42051.0,Data Scientist,Technology & Data,100.0,100.0,100.0,Excellent Fit,,,0,0,Student currently meets the evaluated requirements for this career.,1
42052.0,Operations Analyst,Business & Management,82.69,75.0,82.69,Strong Fit,"Communication, Problem_Solving, Data_Analysis, Excel, Business_Analysis","2.0, 1.74, 1.6, 1.45, 1.08",0,3,"Career is suitable, but improvement is recommended in: Communication, Problem_Solving, Data_Analysis",1
42053.0,Operations Analyst,Business & Management,78.9,75.0,78.9,Strong Fit,"Communication, Problem_Solving, Data_Analysis, Business_Analysis, Excel","3.0, 1.86, 1.68, 1.48, 1.47",1,2,"Career is suitable, but improvement is recommended in: Communication, Problem_Solving, Data_Analysis",1
42054.0,Operations Analyst,Business & Management,72.5,75.0,72.5,Strong Fit,"Excel, Data_Analysis, Problem_Solving, Communication, Business_Analysis","2.77, 2.55, 2.32, 2.0, 1.7",0,5,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
42055.0,Operations Analyst,Business & Management,100.0,75.0,100.0,Excellent Fit,,,0,0,Student currently meets the evaluated requirements for this career.,1
42056.0,Risk Analyst,Finance & Accounting,94.07,87.5,94.07,Excellent Fit,"Excel, Financial_Analysis, Risk_Analysis","1.9, 0.8, 0.7",0,1,"Career is suitable, but improvement is recommended in: Excel, Financial_Analysis, Risk_Analysis",1
42057.0,Risk Analyst,Finance & Accounting,55.37,87.5,55.37,Moderate Fit,"Risk_Analysis, Excel, Financial_Analysis, Statistics, Problem_Solving","4.3, 4.08, 3.76, 3.3, 3.3",7,0,"Career is suitable, but improvement is recommended in: Risk_Analysis, Excel, Financial_Analysis",1
42058.0,Operations Analyst,Business & Management,81.32,75.0,81.32,Strong Fit,"Problem_Solving, Communication, Data_Analysis, Excel, Business_Analysis","2.01, 2.0, 1.78, 1.43, 1.28",0,3,"Career is suitable, but improvement is recommended in: Problem_Solving, Communication, Data_Analysis",1
